fpath,cell_type,sample_ID
../POISED/ProcessedData/HandGatedLabelledCells/P090_pDCs_UnStim.csv,pDCs,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_NK_Cells_UnStim.csv,NK_Cells,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_mCD1_UnStim.csv,mCD1,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Treg_Naive_PeaStim.csv,Treg_Naive,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_naive_T_effectors_PeaStim.csv,naive_T_effectors,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_mDC2_UnStim.csv,mDC2,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_CD8_Naive_PeaStim.csv,CD8_Naive,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_mCD1_PeaStim.csv,mCD1,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_NKT_UnStim.csv,NKT,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_NKT_UnStim.csv,NKT,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_CD8_Effectory_memory_PeaStim.csv,CD8_Effectory_memory,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_mDC2_PeaStim.csv,mDC2,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Teffector_CM_UnStim.csv,Teffector_CM,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Teffector_CM_UnStim.csv,Teffector_CM,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_CD8_Central_memory_PeaStim.csv,CD8_Central_memory,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_naive_T_effectors_PeaStim.csv,naive_T_effectors,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD4_PeaReactive_UnStim.csv,CD4_PeaReactive,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Treg_Mem_UnStim.csv,Treg_Mem,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_Naive_UnStim.csv,CD8_Naive,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_Central_memory_PeaStim.csv,CD8_Central_memory,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_gdTCR_Mem_UnStim.csv,gdTCR_Mem,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Teffector_CM_PeaStim.csv,Teffector_CM,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_Effectory_memory_PeaStim.csv,CD8_Effectory_memory,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_gdTCR_Mem_PeaStim.csv,gdTCR_Mem,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_gdTCR_Naive_UnStim.csv,gdTCR_Naive,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_NKT_PeaStim.csv,NKT,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Classical_mono_PeaStim.csv,Classical_mono,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Treg_Mem_PeaStim.csv,Treg_Mem,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_NK_Cells_PeaStim.csv,NK_Cells,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_pDCs_PeaStim.csv,pDCs,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_B_cells_Naive_UnStim.csv,B_cells_Naive,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Treg_Naive_PeaStim.csv,Treg_Naive,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Treg_Naive_UnStim.csv,Treg_Naive,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_intermediate_mono_UnStim.csv,intermediate_mono,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_intermediate_mono_UnStim.csv,intermediate_mono,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Teffector_EM_PeaStim.csv,Teffector_EM,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Teffector_EM_UnStim.csv,Teffector_EM,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_Classical_mono_UnStim.csv,Classical_mono,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Classical_mono_UnStim.csv,Classical_mono,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_naive_T_effectors_UnStim.csv,naive_T_effectors,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_B_cells_Mem_PeaStim.csv,B_cells_Mem,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_Naive_PeaStim.csv,CD8_Naive,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_naive_T_effectors_UnStim.csv,naive_T_effectors,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_CD8_PeaReactive_PeaStim.csv,CD8_PeaReactive,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_CD8_PeaReactive_UnStim.csv,CD8_PeaReactive,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_non_classical_mono_UnStim.csv,non_classical_mono,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_mDC2_UnStim.csv,mDC2,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_mCD1_UnStim.csv,mCD1,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_non_classical_mono_PeaStim.csv,non_classical_mono,P090_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_intermediate_mono_PeaStim.csv,intermediate_mono,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_pDCs_PeaStim.csv,pDCs,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P090_B_cells_Mem_UnStim.csv,B_cells_Mem,P090_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_pDCs_UnStim.csv,pDCs,P085_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_non_classical_mono_PeaStim.csv,non_classical_mono,P085_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P085_Treg_Mem_UnStim.csv,Treg_Mem,P085_UnStim
