fpath,cell_type,sample_ID
../POISED/ProcessedData/HandGatedLabelledCells/P052_B_cells_Naive_PeaStim.csv,B_cells_Naive,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_NK_Cells_PeaStim.csv,NK_Cells,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Treg_Mem_PeaStim.csv,Treg_Mem,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_non_classical_mono_PeaStim.csv,non_classical_mono,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Teffector_CM_UnStim.csv,Teffector_CM,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_mDC2_PeaStim.csv,mDC2,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_Naive_PeaStim.csv,CD8_Naive,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Classical_mono_PeaStim.csv,Classical_mono,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_mDC2_UnStim.csv,mDC2,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_B_cells_Mem_PeaStim.csv,B_cells_Mem,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_naive_T_effectors_PeaStim.csv,naive_T_effectors,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_NKT_PeaStim.csv,NKT,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Treg_Naive_PeaStim.csv,Treg_Naive,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_Naive_UnStim.csv,CD8_Naive,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Teffector_EM_UnStim.csv,Teffector_EM,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_pDCs_UnStim.csv,pDCs,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_PeaReactive_PeaStim.csv,CD8_PeaReactive,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_B_cells_Mem_UnStim.csv,B_cells_Mem,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_gdTCR_Naive_UnStim.csv,gdTCR_Naive,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD4_PeaReactive_UnStim.csv,CD4_PeaReactive,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_B_cells_Naive_UnStim.csv,B_cells_Naive,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_mDC2_PeaStim.csv,mDC2,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_mCD1_UnStim.csv,mCD1,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_gdTCR_Mem_UnStim.csv,gdTCR_Mem,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Treg_Mem_UnStim.csv,Treg_Mem,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_B_cells_Naive_UnStim.csv,B_cells_Naive,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_intermediate_mono_PeaStim.csv,intermediate_mono,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_non_classical_mono_PeaStim.csv,non_classical_mono,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Classical_mono_UnStim.csv,Classical_mono,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_intermediate_mono_UnStim.csv,intermediate_mono,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_PeaReactive_PeaStim.csv,CD8_PeaReactive,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_gdTCR_Mem_PeaStim.csv,gdTCR_Mem,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_NKT_UnStim.csv,NKT,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_naive_T_effectors_UnStim.csv,naive_T_effectors,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_NK_Cells_UnStim.csv,NK_Cells,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_Effectory_memory_PeaStim.csv,CD8_Effectory_memory,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Teffector_CM_PeaStim.csv,Teffector_CM,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_gdTCR_Naive_UnStim.csv,gdTCR_Naive,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_NKT_UnStim.csv,NKT,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_intermediate_mono_PeaStim.csv,intermediate_mono,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_intermediate_mono_UnStim.csv,intermediate_mono,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_B_cells_Mem_UnStim.csv,B_cells_Mem,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_pDCs_PeaStim.csv,pDCs,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_NK_Cells_PeaStim.csv,NK_Cells,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Treg_Mem_PeaStim.csv,Treg_Mem,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Treg_Naive_PeaStim.csv,Treg_Naive,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_gdTCR_Mem_PeaStim.csv,gdTCR_Mem,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_NK_Cells_UnStim.csv,NK_Cells,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Classical_mono_UnStim.csv,Classical_mono,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_gdTCR_Mem_UnStim.csv,gdTCR_Mem,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Teffector_EM_PeaStim.csv,Teffector_EM,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_naive_T_effectors_UnStim.csv,naive_T_effectors,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_pDCs_PeaStim.csv,pDCs,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_Effectory_memory_PeaStim.csv,CD8_Effectory_memory,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_Naive_UnStim.csv,CD8_Naive,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_Central_memory_PeaStim.csv,CD8_Central_memory,P052_PeaStim
